@relation C:/Users/C2/Github/OATL/OATLAlgorithm/DataGenerator/onlyt_csv_norm_2arff/weatherdata_0.9_1_m

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute class {1,2}
@data
0.41535433070866146,0.47544204322200395,0.45904436860068293,0.536480686695279,0.3273381294964029,0.3989501312335958,0.4473684210526316,0.38235294117647056,1
0.3494094488188977,0.45677799607072694,0.48122866894197913,0.18025751072961377,0.17625899280575538,0.21522309711286086,0.3763157894736842,0.34411764705882353,1
0.4753937007874016,0.6100196463654224,0.266211604095562,0.03862660944206009,0.23021582733812948,0.3438320209973753,0.4201754385964912,0.5294117647058824,2
0.30413385826771655,0.41159135559921417,0.4334470989761095,0.3433476394849786,0.4064748201438849,0.5275590551181103,0.33157894736842103,0.28431372549019607,2
0.343503937007874,0.42927308447937135,0.3293515358361772,0.6051502145922747,0.45323741007194246,0.6325459317585302,0.3763157894736842,0.3333333333333333,1
0.28838582677165353,0.35559921414538315,0.5170648464163823,0.5321888412017168,0.23021582733812948,0.3989501312335958,0.4201754385964912,0.2558823529411765,1
0.4881889763779528,0.5766208251473478,0.44197952218430064,0.5450643776824036,0.48201438848920863,0.5275590551181103,0.4649122807017544,0.4519607843137255,1
0.37696850393700787,0.4577603143418467,0.6296928327645037,0.44206008583691,0.35611510791366907,0.3438320209973753,0.3587719298245614,0.4019607843137255,1
0.44094488188976383,0.5333988212180747,0.5955631399317411,0.2660944206008584,0.13669064748201437,0.24146981627296585,0.4026315789473684,0.49019607843137253,2
0.38582677165354334,0.46168958742632615,0.5887372013651886,0.35622317596566533,0.27697841726618705,0.29133858267716534,0.393859649122807,0.4019607843137255,1
0.5885826771653544,0.6768172888015718,0.2764505119453918,0.2618025751072962,0.5035971223021583,0.6325459317585302,0.6228070175438597,0.5588235294117647,2
0.6289370078740157,0.5952848722986247,0.33959044368600694,0.609442060085837,0.34892086330935257,0.5275590551181103,0.674561403508772,0.5872549019607843,1
0.5285433070866142,0.5854616895874263,0.5341296928327646,0.48068669527897007,0.3237410071942446,0.5275590551181103,0.6228070175438597,0.49901960784313726,1
