@relation C:/Users/C2/Github/OATL/OATLAlgorithm/DataGenerator/ms_csv_norm_2arff/PxG

@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1}

@data
0.4861721651150991,0.30895672030034554,0
0.7034297067590825,0.15346006836668113,0
0.5689392061938687,0.2192897395538325,0
0.6684196963071807,0.3082096968774896,0
0.8305848781761214,0.2953853359107218,1
0.5470707400577369,0.4712385851805902,0
0.5585521438087997,0.49325633053318263,0
0.7525326611495406,0.5107493005099097,1
0.6006784496129065,0.4927234881918008,1
0.6985464351223934,0.4919249457100757,1
0.6947283614829424,0.030587111972889356,0
0.7040238934920969,0.37520844419085597,1
0.564365137046188,0.34996755999294143,0
0.47705841021926754,0.25227999462768597,0
0.7625159742781205,0.33863369200007265,1
0.825560150106272,0.36400391107840535,1
0.4906045078116618,0.2063621586511483,0
0.6144852317803388,0.3418484419023782,0
0.7249116444216809,0.3153510364124367,1
0.7010345996214199,0.40807545506786636,1
0.6829759523755798,0.38699871485591747,1
0.8156604285606778,0.4786381680043731,1
0.4606794468119645,0.30157402595776767,0
0.627655391687547,0.17696798495281557,0
0.6367703742660655,0.1882296991083683,0
0.6291863292564062,0.6026759590216682,1
0.7268310454280682,0.6353145246607312,1
0.6932370849493937,0.5717584024571588,1
0.4997092686171487,0.39359471277535163,0
0.6991208594072637,0.32173120078254247,0
0.4503206234780906,0.4521089834572847,0
0.5801023980954007,0.16958711075861768,0
0.549550073120556,0.5675727540181924,1
0.5699621657036403,0.5210994183844494,1
0.4500522763469955,0.15593766057769776,0
0.806802217166272,0.36969272582783314,1
0.6460610038114173,0.36824558421205444,0
0.6716939368723166,0.29774514920659684,0
0.7324751411162415,0.27129838804249645,0
0.6158999688250038,0.3364367112773282,0
0.7178067161127186,0.5602731636629275,1
0.5495339474260362,0.4591900936327347,0
0.5004702613675891,0.307445011867588,0
0.5515387044208938,0.4541180796727952,0
0.5889854825084883,0.24075975099923325,0
0.7541927033993479,0.32783903662213876,1
0.8258728935941182,0.3026386514601655,1
0.6928096468885576,0.3321857531643601,0
0.7541386169780457,0.2631436023941102,1
0.562339152295339,0.6510835087076575,1
0.618206015797195,0.3529438475882817,0
0.6431683137564154,0.5028906085461019,1
0.5758308980689011,0.3674697223273344,0
0.6126581092836079,0.29724357791880995,0
0.48798311369014763,0.5788769846388091,0
0.5201763195614613,0.32916076230878816,0
0.606759671254669,0.396907271046701,0
0.7150678638134154,0.3796804093167425,1
0.716193581217906,0.28588710973535125,0
0.6909601701765071,0.3299673797563738,0
0.6579516972289118,0.4847197113103183,1
0.5388929639409161,0.2693149640329042,0
0.5049777160125961,0.5748403794713629,1
0.7267681432896451,0.06312359199071817,0
0.5751274303511965,0.5585121172001737,1
0.4145444691570119,0.48352666748292106,0
0.7390617028258215,0.1730655290363914,0
0.8293927871734721,0.4208543009396194,1
0.4540541812416179,0.38394677969894625,0
0.6898818420207659,0.663543650022348,1
0.6294152624511361,0.31029823839427995,0
0.9817842237540911,0.5896171941418373,1
0.5876378377193983,0.3221794189662119,0
0.8404239997701675,0.37292294716398505,1
0.5084688917918768,0.4369549064212014,0
0.7325504256936042,0.6683531240651888,1
0.5623079472744703,0.3349985199004489,0
0.6459502792107669,0.4619457896969075,1
0.6854241110305451,0.7805695870650063,1
0.4165185604017422,0.5546662039051679,0
0.483436131632929,0.12940970702742435,0
0.5275109952725276,0.4545092518067314,0
0.6790419190513381,0.4736795803646987,1
0.5607377218919612,0.424761628175814,0
0.8501116549188243,0.41822154393493305,1
0.5921296160792573,0.28411687843451966,0
0.6098235526504578,0.4090248578425583,0
0.5767397892970553,0.6478240445611572,1
0.6750240776989636,0.621206704464568,1
0.734063697459598,0.4837910462591795,1
0.6222058068008691,0.2436451643513299,0
0.4747340863509228,0.3730156383322661,0
0.6623481410642169,0.4107909018707403,1
0.6393871028480244,0.21717078633837186,0
0.45768170496125204,0.5900351376501834,0
0.6700930749003295,0.4837450016282263,1
0.5750405730102438,0.6662746781915466,1
0.7715992113200942,0.3275904163711254,1
0.6151625217530317,0.3484598665057629,0
0.7282952647711959,0.16253514416400447,0
0.7286688181853737,0.6459017360675711,1
0.6930208931629698,0.21899338340853652,0
0.8246888665596281,0.34931770620043673,1
0.6321071288131784,0.2543717951910637,0
0.6223783122791673,0.5534320853857211,1
0.9118410235404337,0.2824216830951283,1
0.6669756880055793,0.46313227670180274,1
0.5555062676312494,0.3738649633825546,0
0.7064278179031054,0.4612556959330699,1
0.5328888022023093,0.4230782848657533,0
0.7395891330073202,0.3101742697416242,1
0.7201694061708163,0.30952514075420234,1
0.5167649490939027,0.010585836256487536,0
0.4492339753278397,0.7259432003325914,1
0.5338463137230707,0.4699455585594449,0
0.6982754084435212,0.1503812263677929,0
0.5865381177417941,0.4723560722480625,1
0.5542299270717836,0.3646764500907859,0
0.6333665870247803,0.4634677105078112,1
0.759922558196911,0.48288558343731963,1
0.6945571326681744,0.44555816135970927,1
0.8090384366371732,0,0
0.728447463430722,0.4614439682684173,1
0.5823020833195736,0.6820990013615713,1
0.5527238803855595,0.7511523168043418,1
0.6813946390341895,0.6679383730895198,1
0.48084556710589416,0.18937824428212716,0
0.7808716045821802,0.18260459942774496,0
0.7080913779671226,0.5993157924033663,1
0.5562835936124919,0.5091235373092468,1
0.6251912149405779,0.47732875446054307,1
0.7020157609725276,0.22927204530427897,0
0.5434234247563005,0.15972785790901636,0
0.5227097106570001,0.43385437319365905,0
0.38799198928872297,0.3231901808359841,0
0.6684933994279403,0.3844848576804871,1
0.5782306230877765,0.5694559991855132,1
0.7650979110650601,0.29491372796612864,1
0.712468991591666,0.5730445381104194,1
0.5730683755875313,0.34092115898528824,0
0.6238169375438518,0.5186341247874056,1
0.4010061378213194,0.27846876109146185,0
0.5590884066289687,0.5634955400947508,1
0.7801413129281273,0.390316303506433,1
0.43117996507220213,0.5274873740421807,0
0.6225266437006418,0.302677768576748,0
0.8392279936357985,0.33082763074403254,1
0.5817515867276714,0.49063011881548924,1
0.6933099610595574,0.14447788997530425,0
0.6508608451916698,0.09363157283726865,0
0.82021457072718,0.22446464268131078,1
0.48347795930164833,0.5362373121277424,0
0.7153650296633064,0.4990641574674154,1
0.7813930801346906,0.40485123079768104,1
0.6390494481965925,0.20134980714716627,0
0.6323219224207911,0.10398936203994485,0
0.8292046911218589,0.574862802618614,1
