@relation C:/Users/C2/Github/OATL/OATLAlgorithm/DataGenerator/onlyt_csv_norm_2arff/weatherdata_ns_0.6_1_m

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute class {1,2}
@data
0.5619596541786743,0.6116116116116115,0.6724436741767784,0.4085106382978723,0.0935251798561151,0.14186046511627906,0.6027164685908318,0.5252225519287834,1
0.622478386167147,0.6656656656656657,0.5736568457539005,0.5063829787234043,0.07553956834532373,0.14186046511627906,0.6697792869269948,0.6142433234421365,1
0.7118155619596541,0.7207207207207207,0.481802426343154,0.5063829787234043,0.14028776978417265,0.11860465116279069,0.702886247877759,0.7141444114737884,1
0.6637848222862632,0.6566566566566565,0.4800693240901207,0.5531914893617021,0.10071942446043164,0.18604651162790697,0.6952461799660441,0.6142433234421365,1
0.6733909702209414,0.5905905905905906,0.3691507798960135,0.5872340425531916,0.2661870503597122,0.2813953488372093,0.6434634974533108,0.7032640949554896,2
0.5677233429394813,0.43643643643643637,0.5927209705372612,0.7191489361702127,0.17985611510791366,0.18604651162790697,0.5169779286926994,0.6142433234421365,1
0.5225744476464937,0.4724724724724725,0.5788561525129986,0.7361702127659573,0.11870503597122302,0.18604651162790697,0.5764006791171477,0.5054401582591495,1
0.5917387127761768,0.5705705705705706,0.41767764298093674,0.6851063829787233,0.19064748201438847,0.2302325581395349,0.6791171477079796,0.5548961424332345,1
0.633045148895293,0.6366366366366365,0.27556325823223565,0.6936170212765956,0.14748201438848918,0.20930232558139536,0.6358234295415959,0.6251236399604353,1
0.6253602305475504,0.5985985985985985,0.30502599653379625,0.6297872340425532,0.20143884892086328,0.20930232558139536,0.5933786078098472,0.6439169139465876,1
0.505283381364073,0.5225225225225225,0.5961871750433279,0.45957446808510644,0.4460431654676259,0.32558139534883723,0.5093378607809846,0.5548961424332345,1
0.48607108549471667,0.5625625625625625,0.6395147313691512,0.15744680851063828,0.20143884892086328,0.2534883720930233,0.4575551782682512,0.5361028684470821,2
0.5706051873198847,0.6156156156156156,0.3656845753899488,0.48085106382978726,0.4388489208633094,0.3720930232558139,0.5263157894736842,0.5835806132542037,2
0.41018251681075896,0.38038038038038036,0.6187175043327552,0.727659574468085,0.2553956834532374,0.2302325581395349,0.38964346349745327,0.42927794263105845,1
0.4284341978866475,0.4294294294294294,0.6793760831889077,0.5872340425531916,0.05035971223021583,0.11860465116279069,0.397283531409168,0.4767556874381801,1
0.44956772334293954,0.4964964964964964,0.6325823223570178,0.2553191489361702,0.1330935251798561,0.18604651162790697,0.397283531409168,0.5163204747774481,2
0.4409221902017291,0.5215215215215214,0.43327556325823274,0.19574468085106386,0.3273381294964029,0.30465116279069765,0.40662139219015275,0.5054401582591495,2
0.43227665706051877,0.5255255255255254,0.5355285961871753,0.48936170212765956,0.19424460431654675,0.39302325581395353,0.4405772495755517,0.4678536102868447,1
0.33813640730067246,0.37337337337337334,0.7902946273830169,0.7063829787234042,0.3597122302158273,0.32558139534883723,0.34719864176570453,0.34915924826904055,1
0.3016330451488953,0.3493493493493493,0.8630849220104008,0.49787234042553197,0.39928057553956836,0.2813953488372093,0.2724957555178268,0.3679525222551929,1
0.30067243035542746,0.3543543543543543,0.8197573656845776,0.5702127659574469,0.2697841726618705,0.2302325581395349,0.2724957555178268,0.3679525222551929,1
0.3688760806916427,0.4714714714714714,0.6221837088388218,0.1276595744680851,0.22302158273381295,0.20930232558139536,0.3565365025466893,0.41839762611275966,2
0.4236311239193084,0.5275275275275275,0.3968804159445408,0.2851063829787234,0.2553956834532374,0.2813953488372093,0.364176570458404,0.4876360039564787,2
0.4236311239193084,0.5195195195195195,0.5407279029462733,0.2468085106382979,0.043165467625899276,0.09069767441860464,0.4736842105263157,0.42927794263105845,1
0.4274735830931797,0.5345345345345345,0.5597920277296359,0.17872340425531916,0.03956834532374101,0.18604651162790697,0.40662139219015275,0.45697329376854606,2
0.41786743515850144,0.5265265265265264,0.43847487001733076,0.09361702127659573,0.4064748201438849,0.4162790697674419,0.37351443123938877,0.4678536102868447,2
0.37175792507204614,0.4534534534534534,0.45233968804159536,0.2595744680851064,0.36330935251798563,0.4162790697674419,0.3565365025466893,0.407517309594461,1
0.30739673390970224,0.3593593593593593,0.5043327556325833,0.548936170212766,0.381294964028777,0.4162790697674419,0.3811544991511035,0.2898120672601385,1
0.47838616714697413,0.5525525525525525,0.3570190641247842,0.6042553191489363,0.2589928057553957,0.2813953488372093,0.432937181663837,0.5252225519287834,2
0.4053794428434198,0.4864864864864864,0.4731369150779894,0.5914893617021276,0.11870503597122302,0.14186046511627906,0.38964346349745327,0.4381800197823937,1
