@relation C:/Users/C2/Github/OATL/OATLAlgorithm/DataGenerator/ms_csv_norm_2arff/PxG

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1}
@data
1,0.4576476956709423,0.4912775094484282,0
1,0.6076684883663263,0.34216967669404125,0
1,0.7067409990333597,0.18672626020923044,0
1,0.6873241450960658,0.4024086001834466,1
1,0.5939448164978368,0.5054455802957326,1
1,0.7576082250461676,0.4064919724919297,1
1,0.5325586608946323,0.3096146888849695,0
1,0.5678226721944638,0.24911524870271579,0
1,0.4766022229546245,0.3382564976828079,0
1,0.5398020764819982,0.26996075526366065,0
1,0.9030794883076988,0.3456751879192438,1
1,0.47062281328037786,0.4640088837758335,0
1,0.729322220054491,0.1874099275234484,0
1,0.8446722339668448,0.151697445636214,0
1,0.7888423012776018,0.27698005188505614,1
1,0.5908270761541389,0.3604744729690865,0
1,0.7107972137592192,0.3716974698274349,1
1,0.5657734913889483,0.45444908798324696,1
1,0.5223089669298876,0.19250637096344164,0
1,0.7316349931160849,0.502779314776447,1
1,0.4842299519659193,0.4892519728828577,0
1,0.7621544028607306,0.24557758579175784,1
1,0.4623087697737562,0.44581164982384375,0
1,0.6481638026959757,0.3522688894311794,1
1,0.7345045408104613,0.327648193421867,1
1,0.7361953999726063,0.3105712109982855,1
1,0.6052339752630187,0.2120823393103728,0
1,0.7014206762027902,0.39998307820484874,1
1,0.42053619879310183,0.20139274128973414,0
1,0.5888417459070309,0.3665964824790933,0
1,0.6371524359223779,0.3878874340708498,1
1,0.6563085029227945,0.2600366773330832,0
1,0.7699893082018221,0.40326733307280277,1
1,0.634733197364966,0.3375195843909395,0
1,0.6991282002352167,0.3355473288602026,1
1,0.737531172271515,0.14557600266637627,0
1,0.6303818140940265,0.2164611517249022,0
1,0.7223834452623447,0.4375618416008479,1
1,0.647277033780949,0.31987576337422097,0
1,0.7032876169151635,0.3296649212528066,1
1,0.5551133108638099,0.3686471688539088,0
1,0.6065451205251841,0.33057058332650247,0
1,0.7010679771497066,0.38211095407657714,1
1,0.5765710787354301,0.5592529974222128,1
1,0.6457561700950922,0.39920115995666916,1
1,0.578848328935264,0.29132570298598576,0
1,0.621954000887003,0.230035718915511,0
1,0.767790197350544,0.4190897414740268,1
1,0.8590807628387302,0.31445991863466394,1
1,0.5638685283234889,0.3959821746099715,0
