@relation C:/Users/C2/Github/OATL/OATLAlgorithm/DataGenerator/ms_csv_norm_2arff/weatherdata_0.6_1_m

@attribute 0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute class {1,2}
@data
1,0.30230326295585414,0.3843175217812198,0.008709877089044119,0.3346774193548388,0.3512544802867384,0.29723991507430997,0.32061068702290074,0.34318398474737843,1
0,0.3694817658349328,0.46369796708615685,0.005747634627288,0.32258064516129037,0.38709677419354843,0.36305732484076436,0.3638676844783715,0.4099142040038131,1
0,0.4443378119001919,0.5672797676669893,0.005393934034839503,0.1532258064516129,0.4910394265232976,0.4267515923566879,0.38083121289228156,0.5252621544327931,2
1,0.36564299424184254,0.45692158760890617,0.0059023786364842,0.31854838709677424,0.6666666666666666,0.5987261146496816,0.41391009329940626,0.36224976167778833,2
1,0.2533589251439539,0.32526621490803487,0.0065655672473251235,0.32258064516129037,0.5017921146953406,0.4267515923566879,0.2536047497879559,0.29551954242135364,1
0,0.40595009596928977,0.46853823814133594,0.007715094172782734,0.5040322580645162,0.3297491039426524,0.32271762208067944,0.43256997455470736,0.3908484270734032,1
1,0.46928982725527835,0.5411423039690223,0.0070740118489698465,0.4274193548387097,0.28673835125448033,0.32271762208067944,0.4995759117896522,0.5042897998093422,1
1,0.4606525911708253,0.5401742497579864,0.004996020868334934,0.38709677419354843,0.21146953405017924,0.32271762208067944,0.4402035623409669,0.5042897998093422,1
1,0.255278310940499,0.35333978702807356,0.01003625431072594,0.31854838709677424,0.7060931899641577,0.5116772823779193,0.3469041560644614,0.27645376549094375,1
0,0.21209213051823417,0.30009680542110356,0.013197453355734379,0.1895161290322581,0.5232974910394266,0.36305732484076436,0.18490245971162,0.29551954242135364,1
1,0.2591170825335892,0.36495643756050344,0.012976390485454072,0.10080645161290323,0.32616487455197135,0.1740976645435244,0.2442748091603053,0.29551954242135364,2
0,0.28310940499040305,0.3639883833494676,0.011097356088071457,0.36693548387096775,0.23297491039426524,0.1740976645435244,0.27989821882951654,0.3050524308865586,2
0,0.30134357005758156,0.38044530493707646,0.008599345653903965,0.4717741935483872,0.1756272401433692,0.1740976645435244,0.3893129770992366,0.3136320305052431,1
1,0.3416506717850287,0.45014520813165537,0.008002475904147124,0.16935483870967744,0.17921146953405018,0.1740976645435244,0.3638676844783715,0.3536701620591039,1
1,0.4644913627639156,0.601161665053243,0.005217083738615242,0.036290322580645164,0.23297491039426524,0.2781316348195329,0.4062765055131467,0.5338417540514776,2
1,0.28886756238003836,0.36979670861568253,0.009417278273941088,0.310483870967742,0.6666666666666666,0.5116772823779193,0.37319762510602206,0.29551954242135364,1
1,0.17946257197696736,0.2478218780251694,0.011539481828632072,0.3830645161290323,0.3799283154121864,0.4267515923566879,0.22815945716709074,0.219256434699714,1
1,0.28310940499040305,0.3639883833494676,0.008422495357679704,0.2983870967741936,0.35842293906810035,0.445859872611465,0.27056827820186596,0.3050524308865586,1
0,0.19385796545105566,0.24104549854791868,0.011318418958351764,0.33870967741935487,0.45161290322580644,0.4267515923566879,0.21119592875318063,0.20972354623450903,1
0,0.21017274472168904,0.2749273959341723,0.01145105668051993,0.2741935483870968,0.4802867383512545,0.4267515923566879,0.2205258693808312,0.2678741658722593,1
1,0.21209213051823417,0.3126815101645692,0.009638341144221395,0.20967741935483875,0.34408602150537637,0.29723991507430997,0.22815945716709074,0.22783603431839844,2
0,0.1583493282149712,0.2429816069699903,0.011031037226987324,0.1733870967741936,0.25448028673835127,0.1740976645435244,0.23664122137404578,0.16110581506196375,2
0,0.38867562380038384,0.5217812197483059,0.00848881421876381,0.03225806451612904,0.34408602150537637,0.3439490445859873,0.3638676844783715,0.39942802669208766,2
1,0.17370441458733207,0.25556631171345595,0.011362631532407786,0.2137096774193549,0.6415770609318996,0.4267515923566879,0.22815945716709074,0.20972354623450903,2
0,0.13915547024952016,0.22168441432720232,0.012998496772482084,0.19354838709677424,0.5053763440860215,0.3439490445859873,0.13486005089058523,0.219256434699714,1
1,0.19097888675623798,0.28073572120038726,0.011583694402688093,0.32258064516129037,0.3548387096774194,0.23566878980891717,0.2205258693808312,0.2383222116301239,1
1,0.2907869481765835,0.3920619554695063,0.00835617649659562,0.16129032258064516,0.3297491039426524,0.5116772823779193,0.2442748091603053,0.36224976167778833,2
0,0.19865642994241842,0.2952565343659245,0.00919621540366078,0.1370967741935484,0.7885304659498208,0.6199575371549895,0.22815945716709074,0.22783603431839844,1
1,0.08829174664107485,0.15392061955469505,0.013573260235210863,0.4596774193548388,0.38709677419354843,0.23566878980891717,0.0916030534351145,0.1334604385128694,1
1,0.0873320537428023,0.13455953533397869,0.011495269254576,0.5967741935483872,0.43010752688172044,0.445859872611465,0.17726887192536045,0.10486177311725452,1
0,0.22840690978886752,0.31461761858664083,0.008953046246352462,0.4314516129032259,0.27598566308243727,0.23566878980891717,0.3375742154368108,0.24690181124880836,1
0,0.21209213051823417,0.28654404646660214,0.010809974356707016,0.4556451612903227,0.29390681003584235,0.32271762208067944,0.2536047497879559,0.20972354623450903,1
0,0.12476007677543186,0.19167473378509195,0.011561588115660083,0.3629032258064517,0.3906810035842294,0.32271762208067944,0.2035623409669211,0.14204003813155386,1
0,0.32629558541266795,0.4278799612778316,0.008179326200371385,0.20161290322580647,0.36559139784946243,0.29723991507430997,0.28753180661577604,0.3136320305052431,2
0,0.1660268714011516,0.25072604065827686,0.008975152533380472,0.217741935483871,0.34408602150537637,0.21443736730360932,0.21119592875318063,0.16110581506196375,1
0,0.28598848368522073,0.3891577928363989,0.008113007339287277,0.18548387096774197,0.31899641577060933,0.29723991507430997,0.3129770992366412,0.3136320305052431,2
0,0.29750479846449135,0.40561471442400776,0.007383499867362272,0.32258064516129037,0.40860215053763443,0.4267515923566879,0.32061068702290074,0.29551954242135364,2
1,0.3128598848368521,0.3998063891577928,0.00630029180298877,0.435483870967742,0.34408602150537637,0.32271762208067944,0.38083121289228156,0.29551954242135364,1
1,0.33589251439539347,0.42303969022265253,0.006035016358652391,0.5685483870967742,0.45519713261648753,0.5116772823779193,0.3638676844783715,0.34318398474737843,1
1,0.2821497120921305,0.35043562439496617,0.008466707931735776,0.5000000000000001,0.23297491039426524,0.32271762208067944,0.4062765055131467,0.2678741658722593,1
1,0.2370441458733205,0.30493707647628265,0.010279423468034309,0.5524193548387097,0.4659498207885305,0.5116772823779193,0.3375742154368108,0.2011439466158246,1
1,0.40690978886756235,0.500484027105518,0.007228755858166047,0.46370967741935487,0.4587813620071685,0.32271762208067944,0.4402035623409669,0.39942802669208766,1
0,0.3550863723608445,0.46079380445304935,0.006631886108409231,0.2983870967741936,0.42652329749103945,0.4267515923566879,0.43256997455470736,0.34318398474737843,1
1,0.18809980806142035,0.28751210067763794,0.009925722875585786,0.24596774193548393,0.5232974910394266,0.4267515923566879,0.18490245971162,0.24690181124880836,1
1,0.1842610364683301,0.27589545014520817,0.008997258820408508,0.26612903225806456,0.24014336917562726,0.19532908704883226,0.2205258693808312,0.22783603431839844,1
0,0.2591170825335892,0.3378509196515005,0.0068087364046334675,0.3991935483870968,0.24731182795698928,0.21443736730360932,0.37319762510602206,0.219256434699714,1
1,0.3502879078694818,0.4046466602129719,0.008643558227960011,0.5000000000000001,0.34050179211469533,0.32271762208067944,0.3469041560644614,0.36224976167778833,1
1,0.38867562380038384,0.45014520813165537,0.008975152533380472,0.5000000000000001,0.29390681003584235,0.29723991507430997,0.44953350296861744,0.3536701620591039,1
1,0.47696737044145876,0.5682478218780252,0.007494031302502426,0.5120967741935485,0.4838709677419355,0.4267515923566879,0.44953350296861744,0.45853193517635843,1
0,0.2783109404990403,0.3426911907066796,0.009572022283137313,0.3467741935483871,0.3010752688172043,0.25690021231422505,0.28753180661577604,0.32411820781696854,1
1,0.2571976967370441,0.3465634075508228,0.011583694402688093,0.3467741935483871,0.2903225806451613,0.14861995753715498,0.27056827820186596,0.2869399428026692,2
1,0.3416506717850287,0.4424007744433689,0.010456273764258544,0.19758064516129037,0.12186379928315412,0.14861995753715498,0.32994062765055127,0.4099142040038131,2
0,0.39443378119001915,0.5198451113262343,0.01003625431072594,0.2701612903225807,0.1756272401433692,0.1740976645435244,0.3638676844783715,0.45853193517635843,1
1,0.44625719769673705,0.5663117134559535,0.008731983376072155,0.3266129032258065,0.31899641577060933,0.1740976645435244,0.43256997455470736,0.5042897998093422,2
1,0.4328214971209212,0.5333978702807357,0.008179326200371385,0.33870967741935487,0.49820788530465954,0.554140127388535,0.4402035623409669,0.44804575786463297,1
0,0.354126679462572,0.4278799612778316,0.010699442921566863,0.3629032258064517,0.2616487455197133,0.32271762208067944,0.3893129770992366,0.3727359389895138,1
0,0.4289827255278311,0.5295256534365925,0.009505703422053232,0.3830645161290323,0.16129032258064516,0.1740976645435244,0.4062765055131467,0.49571020019065776,1
1,0.39443378119001915,0.5082284607938045,0.009682553718277467,0.3024193548387097,0.45519713261648753,0.32271762208067944,0.3638676844783715,0.45853193517635843,1
1,0.31957773512476007,0.41626331074540174,0.011561588115660083,0.49596774193548393,0.29390681003584235,0.32271762208067944,0.3129770992366412,0.34318398474737843,1
1,0.345489443378119,0.4453049370764763,0.010544698912370688,0.44354838709677424,0.12186379928315412,0.23566878980891717,0.3893129770992366,0.3727359389895138,1
0,0.44817658349328215,0.5440464666021297,0.009638341144221395,0.44354838709677424,0.2724014336917563,0.21443736730360932,0.44953350296861744,0.4852240228789323,1
1,0.45681381957773504,0.5643756050338818,0.009240427977716853,0.28629032258064524,0.3010752688172043,0.23566878980891717,0.43256997455470736,0.5042897998093422,2
1,0.5182341650671785,0.6098741529525653,0.007361393580334236,0.2943548387096775,0.06451612903225806,0.14861995753715498,0.5665818490245971,0.5042897998093422,1
0,0.5143953934740882,0.5982575024201355,0.006676098682465277,0.3306451612903227,0.24731182795698928,0.23566878980891717,0.4995759117896522,0.5338417540514776,1
0,0.463531669865643,0.5566311713455954,0.0087761959501282,0.37500000000000006,0.2903225806451613,0.32271762208067944,0.4402035623409669,0.5252621544327931,2
1,0.4500959692898273,0.5537270087124879,0.008975152533380472,0.3991935483870968,0.29390681003584235,0.4267515923566879,0.465648854961832,0.4852240228789323,1
0,0.45969289827255283,0.5730880929332043,0.0068529489786895385,0.2741935483870968,0.31182795698924737,0.5116772823779193,0.4402035623409669,0.5042897998093422,2
1,0.4001919385796545,0.5130687318489836,0.00857723936687593,0.342741935483871,0.6272401433691757,0.4267515923566879,0.37319762510602206,0.44804575786463297,1
0,0.3685220729366602,0.45111326234269117,0.009925722875585786,0.41532258064516137,0.35842293906810035,0.2781316348195329,0.3469041560644614,0.4099142040038131,1
0,0.3464491362763915,0.42303969022265253,0.009925722875585786,0.41532258064516137,0.2724014336917563,0.23566878980891717,0.32994062765055127,0.3813155386081983,1
1,0.4088291746641074,0.49564375605033884,0.008820408524184272,0.435483870967742,0.16129032258064516,0.29723991507430997,0.4062765055131467,0.45853193517635843,1
0,0.4309021113243762,0.5256534365924491,0.009483597135025196,0.25000000000000006,0.13978494623655915,0.19532908704883226,0.3893129770992366,0.49571020019065776,2
1,0.3809980806142035,0.4782187802516941,0.01061101777345477,0.2137096774193549,0.4157706093189964,0.32271762208067944,0.3562340966921119,0.3908484270734032,1
0,0.24568138195777353,0.30009680542110356,0.011959501282164626,0.3790322580645162,0.34050179211469533,0.4267515923566879,0.27989821882951654,0.27645376549094375,1
1,0.3781190019193858,0.45692158760890617,0.009350959412857006,0.44354838709677424,0.31182795698924737,0.25690021231422505,0.3893129770992366,0.42897998093422307,1
0,0.3771593090211132,0.45498547918683446,0.009395171986913078,0.3346774193548388,0.2795698924731183,0.23566878980891717,0.38083121289228156,0.4099142040038131,1
1,0.38675623800383874,0.45982575024201355,0.010190998319922165,0.44354838709677424,0.2831541218637993,0.1740976645435244,0.41391009329940626,0.4184938036224976,1
1,0.42418426103646834,0.5024201355275896,0.010080466884782011,0.3830645161290323,0.3799283154121864,0.3842887473460722,0.41391009329940626,0.4766444232602478,1
0,0.5412667946257198,0.6040658276863505,0.007007692987885739,0.40725806451612906,0.5806451612903226,0.5116772823779193,0.6522476675148431,0.5252621544327931,1
1,0.5748560460652592,0.6669893514036787,0.005349721460783431,0.24596774193548393,0.5053763440860215,0.5116772823779193,0.6022052586938083,0.5624404194470924,2
1,0.4510556621880998,0.5624394966118103,0.006985586700857704,0.19354838709677424,0.5842293906810035,0.4267515923566879,0.4062765055131467,0.5252621544327931,2
1,0.4606525911708253,0.5721200387221684,0.007096118135997857,0.23790322580645165,0.4444444444444445,0.4267515923566879,0.49024597116200164,0.5147759771210677,1
1,0.6314779270633397,0.6892545982575025,0.0040896631001856925,0.36693548387096775,0.6738351254480286,0.70276008492569,0.6522476675148431,0.6482364156339371,1
1,0.5470249520153551,0.5788964181994192,0.006919267839773621,0.4596774193548388,0.40860215053763443,0.4267515923566879,0.5759117896522477,0.5338417540514776,1
0,0.5585412667946257,0.6573088092933205,0.005880272349456165,0.3024193548387097,0.4372759856630825,0.4925690021231423,0.5258693808312128,0.6110581506196376,2
1,0.555662188099808,0.6243949661181026,0.004686532849942508,0.44354838709677424,0.47311827956989255,0.5116772823779193,0.6098388464800679,0.5624404194470924,2
0,0.598848368522073,0.5808325266214909,0.006344504377044816,0.49193548387096786,0.22222222222222224,0.5116772823779193,0.6615776081424936,0.5710200190657769,1
1,0.5230326295585412,0.6253630203291384,0.008002475904147124,0.30645161290322587,0.5842293906810035,0.5116772823779193,0.5759117896522477,0.5900857959961868,2
1,0.5268714011516316,0.6369796708615683,0.006211866654876626,0.26209677419354843,0.6200716845878136,0.5116772823779193,0.5589482612383376,0.5815061963775023,2
0,0.49328214971209217,0.5924491771539206,0.005637103192147846,0.36693548387096775,0.5770609318996416,0.4267515923566879,0.5335029686174724,0.544327931363203,2
0,0.4750479846449136,0.5392061955469507,0.008842514811212308,0.3830645161290323,0.3476702508960574,0.445859872611465,0.49024597116200164,0.4852240228789323,1
1,0.5047984644913627,0.5527589545014521,0.008621451940932001,0.41532258064516137,0.24731182795698928,0.29723991507430997,0.47328244274809156,0.544327931363203,1
0,0.5249520153550864,0.5575992255566311,0.008886727385268354,0.4556451612903227,0.20430107526881722,0.23566878980891717,0.5258693808312128,0.5529075309818875,1
0,0.5259117082533589,0.5672797676669893,0.00946149084799716,0.31854838709677424,0.13261648745519714,0.23566878980891717,0.5589482612383376,0.49571020019065776,1
1,0.5499040307101727,0.5779283639883834,0.00773720045981077,0.5000000000000001,0.35842293906810035,0.3842887473460722,0.5665818490245971,0.5252621544327931,1
0,0.6142034548944337,0.5866408518877056,0.00616765408082058,0.5725806451612905,0.3512544802867384,0.4267515923566879,0.6522476675148431,0.5900857959961868,1
1,0.6429942418426103,0.6137463697967087,0.007383499867362272,0.49193548387096786,0.2724014336917563,0.4267515923566879,0.6692111959287532,0.6387035271687321,1
