@relation C:/Users/C2/Github/OATL/OATLAlgorithm/DataGenerator/ms_csv_norm_2arff/PxG

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1}
@data
1,0.7373759886251968,0.6853594044541959,1
1,0.5550754959346412,0.6371196992606958,1
1,0.4931378972442964,0.7590984165679148,1
1,0.4154641496430832,0.6930532289662592,1
1,0.29057574246592993,0.4299088872323737,0
1,0.4687669213958892,0.6733712262252015,1
1,0.2732148480735794,0.4058511862356031,0
1,0.3488705227646429,0.7498578245878578,1
1,0.3636334234045966,0.31979014532826133,0
1,0.4231778591828574,0.8500997495204767,1
1,0.2949238603273182,0.7144633192973348,1
1,0.4086332099621046,0.40482522419819544,0
1,0.4141387518480223,0.5358374784840306,0
1,0.48631260800348536,0.6624050870988238,1
1,0.7633337019313481,0.44776066981317275,1
1,0.5032264524111285,0.531773471637732,1
1,0.49186359807793506,0.540709844806563,1
1,0.4018503518821187,0.6325890710407684,1
1,0.5194337870710919,0.7278813322621138,1
1,0.4255461945564805,0.5781009101882861,0
1,0.49506367277930163,0.2137423435594453,0
1,0.39794929247975835,0.6906803947506427,1
1,0.5466263702350286,0.6304457278453044,1
1,0.6789163714013858,0.6425497229123113,1
1,0.6192109565901374,0.746942677348328,1
1,0.39441515701087493,0.4337047954717935,0
1,0.2767037359327545,0.5392266544863541,0
1,0.27654683247347644,0.5569833833577256,0
1,0.3604155345426403,0.648131425666419,1
1,0.5579727606314195,0.5985473282675395,1
1,0.2569703111431089,0.3759147022002093,0
1,0.5871126869127901,0.5745882528883709,1
1,0.5112039310755685,0.5477979427330519,1
1,0.2815205065195285,0.7055534300106111,0
1,0.38046763945124856,0.4886454183253465,0
1,0.22010810354667867,0.48484937962926666,0
1,0.4942674543744592,0.7631445955130814,1
1,0.44136694534560483,0.8419505025326414,1
1,0.6020281116202566,0.5832615770185777,1
1,0.365021115530465,0.7609157033616185,1
1,0.5674989185145388,0.7347310681286401,1
1,0.4671411886475466,0.6389809953026644,1
1,0.6014917456906296,0.4528869061743334,1
1,0.641952054613524,0.3781338317262996,1
1,0.4129230843690684,0.7427681712774562,1
1,0.3133366944257346,0.4795858595218278,0
1,0.2609406039749176,0.6417128435282511,0
1,0.35073090358539455,0.7711259897300916,1
1,0.24509505151012143,0.4696466465356884,0
1,0.22397475110724568,0.6528768733638626,0
1,0.4241845807388973,0.4277603899024684,0
1,0.420791175046589,0.6287272344156275,1
1,0.389739284494356,0.3868988789878219,0
1,0.13380789884063024,0.5263512061288853,0
1,0.5576208789428998,0.5026674214188324,1
1,0.4923244311589037,0.285771064257646,0
1,0.4248329293297673,0.46098834646986303,0
1,0.3139939176501351,0.5298455091351375,0
1,0.2600824944149733,0.6046267772257665,0
1,0.3986434261985978,0.789634803697416,1
1,0.4495770401732555,0.6864656256530564,1
1,0.6135811789311535,0.4427662602067582,1
1,0.5450709041333487,0.5591628512148296,1
1,0.266145695458217,0.554841340188858,0
1,0.7157524401842834,0.5843054312883218,1
1,0.3932170367637283,0.6554580135488279,1
1,0.3612639179696742,0.7678666781143192,1
1,0.3199505055189878,0.3964991525434979,0
1,0.16832594036892962,0.6463103473336936,0
1,0.490393013297538,0.7256022109246943,1
1,0.32933476908719034,0.6750692012306319,0
1,0.7285763210219999,0.3744652226693489,1
1,0.3674610614835772,0.7402330352962241,1
1,0.2471317361465801,0.49967724547846726,0
1,0.4981922568635202,0.6657866634314574,1
1,0.2529819274003587,0.3438817783540429,0
1,0.3935216253932829,0.47358103154072784,0
1,0.5014284785541328,0.5210532055713488,1
1,0.3152818311423572,0.4924946870910066,0
1,0.14297773428738514,0.620439556382848,0
1,0.4400734287889538,0.6360631862293807,1
1,0.4184254294438492,0.9089402954315167,1
1,0.4343141928515237,0.5020923984271201,0
1,0.3613611773770533,0.4293070991157631,0
1,0.4205676064790761,0.5012244462106814,0
1,0.4100890500402787,0.6315299571120477,1
1,0.4879787859087839,0.7756113011478987,1
